ID,Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
15031,JAGUAR is the best,S-type,2003,Sedan,,Sapphire Blue,>,Gas,6.0 cyl,auto,3,0  kilometer,12  ,314
16053,NISSAN is the best,Tiida,2005,,6.0,,-,other,4.0,,1.5,TOTAL 158000 km,102,8938
713,fiat,my model which is 500C Lounge is the best,,CABRIOLET,2.0,Sapphire Blue,10474,Gas,4.0,gear,1.4,TOTAL 70000 km,106,13172
3424,Ssangyong,my model which is REXTON is the best,2110,,4.0,Metallic,1099,Dies,4.0,others,0,181385  kilo,4 bags,19416
14867,HONDA,FIT,,Hatchback0,1.0,Metallic,-,Electric Hybrid,4.0,others,1.3,154000 km,4/,11133
13389,honda,I have the fastest model ever.. yes you got it right it's FIT,2015,Hatchback,1.0,Pearl White,308,Electric Hybrid,4.0,others,1.5,98937 km,4,12548
3353,Bmw,535,1-1-2012,WOOW Sedan,4.0,Sapphire Blue,919 pound,Gas,6.0,auto,3,129834  kilo,1012,1646
16429,TOYOTA,Aqua,2012,sedan,1.0,,1268 pound,Electric Hybrid,4.0,auto,1.5,121000  kilo,2,9408
3558,jeep,,10years old,JEEP,0.0,,970$,,6.0 cyl,AUTO,0,171734 km,-88,392
7055,toyota,I own Prius.,2010,Sedan3,5.0,Metallic,-,Electric Hybrid,4.0,AUTO,1.8,243200  kilometer,6,14113
9705,MERCEDES-BENZ,my model which is ML 270 is the best,1-1-2001,JEEP,3.0,,-,Dies,5.0 cyl,auto,2.7 Turbo,294000 KM,6@,11604
16370,HYUNDAI,Santa FE,1916,Jeep,4.0,Charcoal,-,Dies,4.0,auto,0,134761 km,4,49751
10412,hyundai,I have the fastest model ever.. yes you got it right it's Sonata,1-1-2016,sedan,1.0,Tangerine,891,other,0,auto,2,478704  kilo,4 count,13172
13206,hyundai,Sonata,9years old,SEDAN,3.0,Tangerine,765 pound,other,4.0,others,2,TOTAL 386257 km,4,9722
12245,VOLKSWAGEN,Passat,2007,sedan,3.0,Emerald Green,-,,4.0,AUTO,2.0 Turbo,TOTAL 222500 km,ONLY 8 AIRBAG,10036
12908,NISSAN is the best,I own Murano.,2011,JEEP,2.0,,We were surprised by the hefty $1018 levy on imported cars.,Gas,5.0,gear,3,265000 KM,10,14113
14789,,PRIUS,2014,Hatchback,1.0,Pearl White,308 pound,,0,auto,1.8,146019 km,12 count,188
7747,NISSAN,TIIDA,2006,Hatchback,6.0,Metallic,-,Gas,4.0 cyl,others,1.5,134000 km,4,7683
14267,,I own E 350.,2011,,,,1172,Dies,6.0,R,3.5,119379  kilo,112,16621
3379,toyota,I own Camry.,1-1-2013,SEDAN,1.0,Jet Black,779,Electric Hybrid,4.0 cyl,,0,190549 km,12 count,5018
12160,volkswagen,I own Jetta.,2004(,WOOW Sedan,1.0,Charcoal,-,Dies,4.0,MANUAL,1.9 Turbo,127000 km,106,9095
3790,VOLKSWAGEN,Jetta,1916,SEDAN,,Jet Black,-,Gas,14.0,gear,1.8 Turbo,TOTAL 32000 km,"12,",25716
15251,AUDI,I have the fastest model ever.. yes you got it right it's A4,,Sedan3,2.0,,640 pound,Gas,4.0 cyl,gear,2,157584 km,0,4234
10114,CHEVROLET is the best,I have the fastest model ever.. yes you got it right it's Cruze,2016,WOOW Sedan,1.0,,650 pound,Gas,4.0,others,1.4 Turbo,29000 km,12>,25089
14547,CHEVROLET,I have the fastest model ever.. yes you got it right it's Volt,12years old,jeep,8.0,Crimson,I had to pay a substantial $475 levy on my new car purchase.,Electric Hybrid,0,others,1.4,188419 km,0,627
17768,toyota,Prius C,2013,,1.0,Sky Blue,10502,Gas,0,AUTO,1.5,65000 KM,10,18817
10854,honda,FIT,,HATCHBACK,3.0,Metallic,-,Gas,0,auto,0,0  kilo,4,94
16619,HONDA,FIT,1-1-2014,hatchback,4.0,Metallic,-8734,Electric Hybrid,4.0 cyl,R,1.5,70000 km,2,12231
2809,MERCEDES-BENZ,,1999,Sedan4,4.0,Metallic,-,Gas,6.0,others,3.2,TOTAL 150000 km,6  ,9408
10260,hyundai,I own Sonata.,2015(,SEDAN,3.0,,765 pound,other,4.0,auto,2,536212  kilo,4,12544
9130,KIA,Sportage,2007!,jeep,3.0,Metallic,1288$,Gas,4.0,R,2,51264  kilo,ONLY 4 AIRBAG,5645
4039,,I have the fastest model ever.. yes you got it right it's Camry,1-1-2018,sedan,1.0,Pearl White,609,Electric Hybrid,14.0,auto,2.5,35058  kilo,12,18817
15511,Nissan,my model which is March is the best,2012,Hatchback3,2.0,Ruby Red,1032$,Gas,14.0,auto,1.2,60936  kilometer,2[,6895
5980,BMW,my model which is 335 is the best,,Sedan0,2.0,Metallic,-,Gas,16.0,,2.5,126000,6  ,7683
16156,bmw,530,2006,SEDAN,4.0,,-,Gas,6.0 cyl,auto,0,233000  kilo,0  ,17876
10532,LEXUS,GX 460,1-1-2015,Jeep,2.0,Jet Black,1646 pound,Gas,8.0 cyl,others,4.6,102907  kilometer,-100,706
4139,land rover,I own Discovery.,1997,Jeep2,4.0,Jet Black,-,Dies,6.0 cyl,others,2.5 Turbo,423232 km,10,7213
5461,hyundai,Genesis,2010,,6.0,Jet Black,836 pound,other,4.0,others,2,133225  kilometer,104,9408
11987,volkswagen,TOUAREG,2006,JEEP,3.0,Jet Black,-,Gas,6.0,,3.6,155214 km,ONLY 12 AIRBAG,17249
15034,,Camry,2018',,3.0,Jet Black,The car levy amounted is 609 per vehicle.,Electric Hybrid,4.0,AUTO,0,TOTAL 127515 km,12 count,9722
5500,INFINITI,I have the fastest model ever.. yes you got it right it's FX35,2003,WOOW Jeep,0.0,Gold,-,Gas,4.0 cyl,gear,3.5,203000,6,16621
17519,MERCEDES-BENZ,E 220,1907,Sedan,3.0,Jet Black,1408$,Dies,4.0,,2.2 Turbo,287458,8 bags,19757
14752,,I own Elantra.,2007,sedan,2.0,Metallic,1047,Gas,4.0 cyl,gear,1.6,TOTAL 139000 km,4=,11368
5165,SUBARU,XV,2114,WOOW Jeep,2.0,Tangerine,-,Gas,4.0 cyl,auto,0,180000 km,ONLY 12 AIRBAG,19757
15108,ssangyong,REXTON,1-1-2009,JEEP,5.0,Metallic,-8727,Dies,4.0 cyl,R,2.7,77016 KM,4  ,9063
5585,TOYOTA,I have the fastest model ever.. yes you got it right it's Camry,6years old,Sedan3,4.0,,609 pound,Electric Hybrid,4.0,gear,2.5,35058  kilo,12  ,18817
13652,I love MITSUBISHI,OUTLANDER,2012,jeep,5.0,,-,Gas,4.0 cyl,,2,106000 km,8 count,22580
9817,toyota,Prius,10years old,Hatchback0,1.0,,308,Electric Hybrid,4.0,auto,1.8,TOTAL 106000 km,0  ,18801
7520,Chevrolet,Volt,2014+,HATCHBACK,0.0,Chocolate,259,,14.0,auto,1.4,131893,0 count,314
9455,hyundai,my model which is H1 is the best,2016,Universal,4.0,Metallic,1091$,Dies,4.0,,2.5,182541  kilo,ONLY 4 AIRBAG,36231
8589,I love MERCEDES-BENZ,I own GL 550.,,JEEP,6.0,Jet Black,1356,Gas,8.0 cyl,others,4.6,121382 KM,12  ,47982
1643,toyota,,2004,WOOW Hatchback,0.0,Pearl White,-,Gas,4.0 cyl,auto,0,100000 KM,0,45
17960,MERCEDES-BENZ,ML 350,2011,jeep,7.0,Metallic,&,Dies,6.0 cyl,auto,3,275862  kilo,112,9879
9107,HYUNDAI,Sonata,2015,Sedan,,Tangerine,The car levy amounted is 765 per vehicle.,other,14.0,auto,2,362818 km,4,9722
17359,MERCEDES-BENZ,my model which is GLA 250 is the best,7years old,Jeep,4.0,Metallic,1017,Gas,14.0,auto,2,43651 KM,-100,47
11841,,CAMRY SPORT,2012,sedan,6.0,Crimson,781$,Gas,4.0 cyl,AUTO,2.5,95000 km,9,24462
4854,lexus,I own CT 200h.,2012,hatchback,2.0,,586,Electric Hybrid,14.0,auto,1.8,208000 km,12,21953
1711,,Sonata,1-1-2015,sedan,2.0,Metallic,765,other,4.0,others,2,TOTAL 283895 km,4 count,15367
4347,TOYOTA,PRIUS,1-1-2010,WOOW Hatchback,2.0,Charcoal,-,Electric Hybrid,14.0,AUTO,1.8,19000  kilometer,6,17562
9530,,H1,1-1-2014,,2.0,Charcoal,777,Dies,4.0 cyl,auto,2.5,TOTAL 32000 km,4,35570
13179,MERCEDES-BENZ,,14years old,Sedan0,0.0,Pearl White,1211 pound,Gas,6.0,others,3,11000  kilo,12,17876
21,,,2012,sedan,4.0,Pearl White,586$,hyb,4.0 cyl,auto,1.8,187000 km,12 bags,20698
6032,toyota,RAV 4,3016,jeep,0.0,Jet Black,We were surprised by the hefty $1091 levy on imported cars.,Gas,14.0,auto,2.5,60800  kilometer,12,45473
1790,TOYOTA,my model which is Aqua is the best,11years old,sedan,3.0,Metallic,1267$,Electric Hybrid,4.0 cyl,AUTO,1.5,TOTAL 970000 km,2,10349
6521,I love MERCEDES-BENZ,I own S 550.,2007,sedan,,Jet Black,-,Gas,8.0,AUTO,5.5,225000 KM,12<,35124
2487,SSANGYONG is the best,I have the fastest model ever.. yes you got it right it's Korando,2012,jeep,3.0,Metallic,642 pound,Dies,4.0,gear,2,87865 KM,4 bags,22843
3150,LEXUS,my model which is RX 350 is the best,,Jeep1,0.0,Jet Black,1273 pound,,6.0 cyl,auto,3.5,TOTAL 71939 km,12,3293
831,,,2016,WOOW Jeep,2.0,,",",Dies,4.0,,2,146492  kilo,-96,44711
5462,mercedes-benz,,1910,sedan,3.0,,1211 pound,,0,R,3,166400,8>,15681
15265,bmw,,2013,sedan,,Jet Black,917 pound,Gas,6.0 cyl,auto,3,161994 km,12 count,627
1412,volkswagen,I own Jetta.,2012,sedan,0.0,Metallic,-,Gas,5.0,auto,2.5,120800 KM,6,19757
143,hyundai,ELANTRA SPORT LIMITED,2013,SEDAN,1.0,Charcoal,585 pound,Gas,4.0,auto,1.8,117920  kilo,12,17876
9963,TOYOTA,Highlander,2010,sedan,2.0,Emerald Green,1324,Electric Hybrid,6.0 cyl,auto,3.3,226198 KM,12,1725
4369,mercedes-benz,E 350,2013,COUPE,,Metallic,1055,Gas,6.0,auto,3.5,0 km,12 count,392
9479,mercedes-benz,my model which is E 350 is the best,2014,sedan,2.0,Charcoal,1053 pound,Gas,6.0 cyl,auto,0,146395 KM,-88,1882
6754,VOLKSWAGEN,I have the fastest model ever.. yes you got it right it's Vento,1993,sedan,5.0,,-,,0,,1.8,245000 KM,2,3136
8710,chevrolet,my model which is Cruze is the best,13years old,Sedan3,2.0,,I had to pay a substantial $521 levy on my new car purchase.,Gas,4.0,others,0,131000 km,10  ,6899
11405,,RX 450,12years old,jeep,4.0,Jet Black,1058 pound,Electric Hybrid,6.0 cyl,AUTO,3.5,232357 KM,12 count,941
6606,HYUNDAI,my model which is Sonata is the best,,,3.0,Metallic,639 pound,other,4.0,auto,2,352050 KM,4_,11604
11156,toyota,,2008,jeep,4.0,Metallic,),Electric Hybrid,6.0 cyl,gear,3.3,TOTAL 269162 km,12,1646
987,TOYOTA is the best,I own Camry.,2017,sedan,0.0,,1249,,0,auto,2.5,3854 km,ONLY 12 AIRBAG,188
14771,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's ML 350,12years old,,2.0,,1058 pound,Dies,6.0,others,3.5,245762  kilo,12,157
7865,I love HYUNDAI,I have the fastest model ever.. yes you got it right it's Tucson,2010,Jeep,2.0,Charcoal,836,Dies,4.0 cyl,AUTO,2,173169 km,4 count,17923
12177,MERCEDES-BENZ is the best,,2011,COUPE,,Metallic,1172,Dies,6.0,gear,3.5,170429 KM,ONLY 12 AIRBAG,15994
2261,MINI is the best,COOPER,,HATCHBACK,,Pearl White,-,Gas,4.0,others,1.6,180000 KM,8 count,14113
13241,Toyota,I own Prius.,2015,hatchback,6.0,Pearl White,The car levy amounted is 697 per vehicle.,Gas,14.0,auto,1.8,TOTAL 98483 km,8,19130
6198,OPEL,I have the fastest model ever.. yes you got it right it's Vectra,2000,sedan,1.0,,-,Natural Gas,4.0,others,2,203000 km,4 count,10663
14889,MAZDA,CX-7,2011=,sedan,1.0,Jet Black,862,Gas,4.0,R,2.5,216550 km,12,549
1148,fiat,500,2012,sedan,5.0,,475,,4.0,others,1.4,240350 KM,112,314
8669,VOLKSWAGEN is the best,I have the fastest model ever.. yes you got it right it's Tiguan,2018,SEDAN,6.0,Jet Black,1079,Gas,4.0 cyl,others,2,70098,12 count,9565
6587,FORD,I have the fastest model ever.. yes you got it right it's Fusion,2015,,0.0,Jet Black,765,Gas,4.0 cyl,R,2,71454 km,0,16935
10091,mazda,DEMIO,,hatchback,3.0,,-,other,0,auto,1.5,1000  kilo,4,5959
16820,hyundai,H1,2011,MINIVAN,2.0,Pearl White,862,Dies,4.0,,2.5,45566 km,-96,20488
1500,ford,Escape,2008,Jeep,,Sapphire Blue,-9711,Electric Hybrid,4.0,gear,0.4,349288  kilo,0,1333
5108,BMW,my model which is 318 is the best,2001,SEDAN,1.0,Metallic,-,Gas,4.0,others,1.9,159344  kilo,6,8781
3297,subaru,Legacy,2005,UNIVERSAL,0.0,Pearl White,-,Gas,4.0,gear,2.0 Turbo,234082  kilometer,4,4077
10274,FORD,TRANSIT,1996,MICROBUS,3.0,Pearl White,-,Dies,4.0 cyl,R,2.5,210000 KM,2 count,13799
5921,vaz,2107,2005,sedan,0.0,Pearl White,-,Gas,4.0 cyl,manual,1.7,TOTAL 125000 km,0^,4400
12056,AUDI,Q5,2016;,JEEP,3.0,Jet Black,891 pound,Gas,4.0,auto,2,67133 km,0,47042
13605,hyundai,,2013,sedan,1.0,Pearl White,530,Gas,4.0,auto,1.6,130000,4 count,18679
6967,toyota,I own Aqua.,2013>,hatchback,1.0,Pearl White,1267,Electric Hybrid,0,gear,1.5,129000  kilo,4,10349
1849,I love MERCEDES-BENZ,,1-1-1999,SEDAN,4.0,Royal Purple,-,Gas,0,auto,4.3,TOTAL 333333 km,-96,9408
1824,FORD is the best,FUSION,2011,Sedan,5.0,Metallic,862,Electric Hybrid,0,others,0,49669  kilo,0 count,12544
14198,Bmw,I have the fastest model ever.. yes you got it right it's X5,,jeep,5.0,Charcoal,10915,Gas,6.0 cyl,,3,145474 km,ONLY 12 AIRBAG,784
1476,Toyota,Aqua,,HATCHBACK,3.0,Pearl White,502,Gas,4.0,gear,1.5,133682 KM,4 count,11177
11577,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's GLE 350,2018,Jeep4,2.0,,1823 pound,Gas,6.0,,3.5,9765 KM,12,29793
16388,toyota,my model which is Prius is the best,2012,sedan,6.0,Jet Black,586,Electric Hybrid,4.0 cyl,auto,1.8,430278  kilometer,12,2195
7298,MERCEDES-BENZ,,2014,,1.0,,-,Gas,6.0,auto,3.5,117700  kilo,8 count,48610
4324,TOYOTA,my model which is Vitz RS is the best,1-1-2005,Hatchback3,,,-,other,4.0 cyl,gear,1.5,191558  kilometer,2,7840
6644,Toyota,,2012,HATCHBACK,4.0,,-9913,Gas,0,,0,118000 km,4  ,17663
2490,opel,VECTRA,1-1-1996,SEDAN,1.0,Gold,-,Gas,4.0 cyl,manual,1.8,319000  kilo,2,4861
14137,honda,Insight,2110,hatchback,6.0,Metallic,574 pound,Electric Hybrid,14.0,R,1.3,189571 km,0 bags,706
17746,AUDI,I have the fastest model ever.. yes you got it right it's A6,2005;,Sedan,3.0,,-,Gas,6.0 cyl,gear,3.2,256000,8  ,12231
9159,hyundai,,2016,sedan,3.0,Metallic,730 pound,Gas,4.0,auto,1.6,57000 KM,4 bags,26770
464,,,2114,WOOW Hatchback,5.0,Charcoal,-,Electric Hybrid,4.0 cyl,others,0,TOTAL 272000 km,4 count,16000
11854,mercedes-benz,E 350,2111,SEDAN,2.0,,1018,Dies,6.0 cyl,auto,3.0 Turbo,160000,10  ,26030
12833,honda,Insight LX,2011,HATCHBACK,3.0,Sapphire Blue,-,,4.0,auto,1.3,TOTAL 198000 km,6,13172
3040,hyundai,Elantra,2011,Sedan0,4.0,Metallic,>,Gas,4.0 cyl,,1.6,89323 km,4-,18531
1228,NISSAN,my model which is Juke is the best,2012,,-1.0,Crimson,531$,Gas,4.0 cyl,auto,1.6,173576 KM,0 bags,3763
17579,HYUNDAI,I own Elantra.,2012,WOOW Sedan,1.0,,586 pound,Gas,4.0,,1.8,85800  kilometer,ONLY 6 AIRBAG,15681
16116,HYUNDAI,ELANTRA,2018,,3.0,Crimson,880,Gas,0,auto,1.6,52000 km,ONLY 4 AIRBAG,31581
4169,MERCEDES-BENZ is the best,B 170,17years old,Hatchback,1.0,,-,Gas,4.0 cyl,auto,1.7,160000  kilometer,12,13485
16430,FORD,Transit,1-1-1996,MICROBUS,-2.0,,-,,4.0,others,2.5,335000  kilo,0,10349
15616,hyundai,,,Jeep,0.0,Pearl White,The car levy amounted is 836 per vehicle.,Dies,4.0,gear,2,68876 km,4,12231
16501,HYUNDAI is the best,I have the fastest model ever.. yes you got it right it's Elantra,,Sedan1,0.0,Pearl White,531$,Gas,4.0,gear,1.6,115444,4 bags,18384
11558,hyundai,Santa FE,1-1-2010,Jeep4,2.0,Pearl White,[,,4.0 cyl,R,2,132000  kilometer,4 count,25810
5917,TOYOTA,my model which is Camry is the best,2013!,SEDAN,2.0,Jet Black,779 pound,Electric Hybrid,4.0,others,2.5,190549 KM,12 bags,5018
1360,HONDA,I have the fastest model ever.. yes you got it right it's Insight,2013,hatchback,6.0,,447$,Electric Hybrid,4.0,AUTO,1.3,143597 km,0 bags,862
3880,toyota,my model which is Camry HYBRID is the best,9years old,,2.0,,456 pound,Electric Hybrid,4.0 cyl,others,2.5,193000 KM,ONLY 12 AIRBAG,27911
404,SUBARU is the best,Outback,21years old,,3.0,Sapphire Blue,-,Gas,6.0,R,2.5,1000  kilo,6,3000
14207,MERCEDES-BENZ,VITO,,minivan,2.0,Pearl White,-,Dies,4.0,manual,2.2 Turbo,0,4,14113
1257,toyota,,10years old,Sedan,3.0,Jet Black,The car levy amounted is 394 per vehicle.,Electric Hybrid,4.0,,2.5,102397  kilometer,12 bags,784
6649,HONDA is the best,,,MINIVAN,3.0,Charcoal,-,Gas,6.0,auto,3,323000 km,ONLY 4 AIRBAG,8700
14247,CHEVROLET,I own Cruze.,2019,sedan,,,},Gas,4.0,others,1.4,17600,12,470
3204,toyota,my model which is Highlander is the best,2009,jeep,4.0,Emerald Green,1537 pound,Electric Hybrid,16.0,AUTO,3.3,251278 KM,1012,7997
16288,kia,I own Picanto.,2111,WOOW Sedan,,Metallic,:,Gas,4.0,auto,0,50131  kilometer,4>,6269
2697,toyota,Highlander,2010,Jeep3,,Pearl White,1324,Electric Hybrid,6.0 cyl,auto,3.3,TOTAL 264877 km,12 count,5645
2264,hyundai,my model which is Santa FE is the best,2015,jeep,,Charcoal,833,Dies,4.0,auto,2.2,TOTAL 150000 km,4 count,33908
15854,LEXUS is the best,,2015,Jeep1,0.0,Jet Black,1646,Gas,0,AUTO,4.6,102907 KM,0,314
8858,DODGE,Journey,,jeep,4.0,Jet Black,*,Gas,6.0,others,3.6,174730  kilo,12,941
2586,lexus,I have the fastest model ever.. yes you got it right it's GX 470,1-1-2003,,1.0,Sand,-,Gas,8.0,others,4.7,230000  kilometer,0&,600
16280,I love MERCEDES-BENZ,E 350,2011,sedan,2.0,Metallic,',Dies,6.0,auto,3.5,119379  kilo,12 count,16621
684,kia,Optima,2014,sedan,4.0,,382,Electric Hybrid,4.0 cyl,,0,88000 km,10,11133
5504,FORD,I own C-MAX.,,HATCHBACK,1.0,Charcoal,-,Electric Hybrid,4.0,others,2,161000  kilometer,12,17249
16856,hyundai,ACCENT,1997,Sedan,0.0,,-,Gas,4.0,manual,1.3,4444 km,0 bags,1000
12975,I love HONDA,,2014,hatchback,,,501,,0,others,1.5,78000 KM,4,25638
4578,HONDA is the best,FIT,1-1-2006,WOOW Hatchback,4.0,,-,Gas,2.0 cyl,AUTO,1.3,191000,2,8154
2000,LEXUS,HS 250H,2110,sedan,3.0,Charcoal,-,Gas,4.0 cyl,R,2.5,79000,8  ,23207
13376,citroen,DS 4,,,3.0,,-,Gas,4.0 cyl,AUTO,1.6 Turbo,128000  kilo,8,19757
11615,,RX 450,12years old,JEEP,1.0,Jet Black,The car levy amounted is 1058 per vehicle.,Electric Hybrid,6.0 cyl,others,3.5,236016 KM,ONLY 12 AIRBAG,30107
12452,honda,I own FIT.,2014,hatchback,6.0,Pearl White,247,Electric Hybrid,4.0 cyl,gear,1.3,102082 km,4,13702
16191,DAEWOO,LACETTI,2009,SEDAN,1.0,Metallic,790,Gas,4.0,auto,1.6,TOTAL 45258 km,4,5811
10382,honda,,13years old,HATCHBACK,4.0,Jet Black,1236 pound,,4.0,auto,1.3,112000  kilometer,8/,7840
2976,ford,I own Focus.,2013,sedan,6.0,Lemon Yellow,640 pound,Gas,4.0 cyl,manual,2.0 Turbo,53000  kilometer,8,26971
11031,mercedes-benz,Vito,3004,Microbus,,,-,,4.0 cyl,,2.2,400000  kilometer,-100,20385
16129,volkswagen,I own Jetta.,2017,Sedan1,2.0,Pearl White,738 pound,Gas,4.0 cyl,R,1.4 Turbo,99302 km,106,18817
8063,,,12years old,WOOW Sedan,6.0,Metallic,-,Gas,4.0,others,0,180000 KM,ONLY 8 AIRBAG,18503
10357,mitsubishi,Pajero,2010,JEEP,1.0,Sky Blue,-,Gas,6.0 cyl,auto,3.8,70000 KM,106,36065
4722,nissan,X-Trail,2004,Jeep,,,-,Natural Gas,4.0 cyl,auto,0,190000 KM,ONLY 4 AIRBAG,10663
1543,MINI,my model which is Countryman S is the best,2014,,3.0,,-,Gas,4.0,AUTO,1.6 Turbo,53440  kilo,12=,43278
17530,Toyota,I have the fastest model ever.. yes you got it right it's Camry se,2114,sedan,4.0,Pearl White,777,Gas,4.0 cyl,auto,2.5,108000  kilo,10 bags,22580
5357,MERCEDES-BENZ,GLA 250,2015,JEEP,3.0,,765,,4.0,gear,0,99542  kilo,0 bags,11133
11207,toyota,Highlander,2008,sedan,2.0,,11750,Electric Hybrid,6.0 cyl,AUTO,3.3,226094 km,12{,941
14724,hyundai,I own Sonata.,2016%,SEDAN,3.0,,431$,Electric Hybrid,0,R,0,251768 KM,4 bags,16308
11115,OPEL,Vectra,1999,sedan,2.0,Sapphire Blue,-,Natural Gas,4.0,manual,2,0 km,4 count,4704
17490,volkswagen,GOLF,2012|,HATCHBACK,0.0,Charcoal,642 pound,Dies,4.0,others,0,0  kilo,12,17876
3052,hyundai,I own Elantra.,,sedan,0.0,Charcoal,583$,Gas,0,auto,1.6,133783 km,4  ,19679
6347,hyundai,my model which is H1 is the best,,minivan,0.0,Metallic,1024,Dies,4.0,auto,2.5,TOTAL 65283 km,4,12544
11779,,PRIUS,15years old,sedan,2.0,Charcoal,-9122,Electric Hybrid,4.0,auto,0,316800 KM,12,13485
3322,MERCEDES-BENZ,my model which is 311 is the best,1998,goods wagon,3.0,,-,Dies,0,others,2.8 Turbo,0 km,1002,15994
14022,toyota,I have the fastest model ever.. yes you got it right it's Prius,1-1-2013,Hatchback,,,585$,Electric Hybrid,4.0 cyl,gear,1.8,TOTAL 169301 km,12  ,157
13454,,730,,,0.0,Jet Black,`,Gas,6.0 cyl,others,3,140096,12,23521
16499,TOYOTA,I own Camry.,2012,SEDAN,,Charcoal,781,Electric Hybrid,0,auto,2.5,314373,ONLY 12 AIRBAG,392
977,I love LEXUS,I own GX 470.,2013,Jeep3,4.0,Jet Black,1360,Gas,8.0 cyl,auto,0,202651 KM,0,6272
5490,OPEL,,1-1-2003,Sedan,5.0,Sapphire Blue,-,Gas,4.0,auto,2.2,180000  kilo,12 count,8467
9611,toyota,PRIUS V,12years old,UNIVERSAL,1.0,,586,Electric Hybrid,4.0 cyl,others,1.8,198000 KM,8,21639
5424,toyota,I own RAV 4.,2016,jeep,3.0,Jet Black,1091,,4.0 cyl,,2.5,TOTAL 95762 km,12 bags,7997
9730,MERCEDES-BENZ,I own Vito.,2114,MINIVAN,3.0,Sand,-,Dies,6.0 cyl,auto,0,TOTAL 287000 km,"12""",45473
4731,HYUNDAI is the best,I own Elantra.,2007,sedan,4.0,Metallic,We were surprised by the hefty $1047 levy on imported cars.,Gas,4.0 cyl,auto,1.6,151382 KM,4 count,11368
3599,chevrolet,,3016,sedan,1.0,Sapphire Blue,I had to pay a substantial $650 levy on my new car purchase.,,4.0,auto,1.4,0,ONLY 6 AIRBAG,18189
15354,dodge,my model which is Caliber is the best,13years old,,3.0,,-,Gas,4.0,auto,2,110000  kilometer,6,14740
16927,honda,I own FIT.,2013,SEDAN,0.0,,-,Electric Hybrid,4.0,auto,1.5,160000 KM,4,14113
2910,Mercedes-Benz,I own E 350.,1914,sedan,5.0,Jet Black,I had to pay a substantial $1053 levy on my new car purchase.,Dies,6.0,auto,3.5,29675 km,12,392
14702,hyundai,Santa FE,2020,Sedan0,0.0,Pearl White,1273,Gas,4.0 cyl,auto,2.4,TOTAL 15149 km,12 bags,16308
9302,nissan,Tiida,2006,WOOW Hatchback,0.0,,-,Gas,4.0,AUTO,1.5,200000 km,6,7370
2520,mercedes-benz,my model which is GLE 350 is the best,2117,,0.0,Pearl White,1481 pound,Gas,6.0 cyl,gear,3,51824 KM,ONLY 12 AIRBAG,37320
2091,,,,jeep,5.0,Jet Black,706,Dies,14.0,R,2,58499  kilo,ONLY 4 AIRBAG,17249
3772,,Outlander,2015^,,1.0,Pearl White,900,Gas,14.0,auto,2.4,64467 km,8,25559
5537,Mercedes-Benz,I have the fastest model ever.. yes you got it right it's E 550,2008,Sedan,3.0,Jet Black,2858,Gas,0,AUTO,5.5,162000 km,12:,26657
9127,,I have the fastest model ever.. yes you got it right it's GX 460,1-1-2010,jeep,3.0,Jet Black,1811$,Gas,8.0,AUTO,4.6,260771,0,941
12635,,I have the fastest model ever.. yes you got it right it's 2121 (Niva),1993,WOOW Jeep,5.0,Pearl White,-,Gas,4.0,manual,1.6,120000,0,6272
16195,,C 320,2002,SEDAN,0.0,,-,Gas,0,others,3.2,187000  kilo,0,11000
936,,Aqua,3013,hatchback,3.0,Metallic,-,Electric Hybrid,4.0,,1.5,186000 KM,0,15053
5471,I love CHEVROLET,Captiva,2015,jeep,1.0,Pearl White,765 pound,Dies,4.0 cyl,R,2,88392  kilo,4  ,37062
17793,ssangyong,I have the fastest model ever.. yes you got it right it's Korando,2011,Jeep0,3.0,Metallic,10707,Dies,4.0,auto,2,128171 KM,4  ,20266
3380,ford,I have the fastest model ever.. yes you got it right it's Fusion,1-1-2014,,4.0,Jet Black,333,Electric Hybrid,4.0 cyl,auto,2,186048  kilometer,0 bags,157
3888,kia,AVELLA,2014,sedan,6.0,Metallic,+,Gas,0,auto,1.8,185334 km,11$,862
14110,KIA,Optima,,sedan,2.0,Jet Black,642,,4.0 cyl,AUTO,2.0 Turbo,142400  kilo,11,21953
16243,mercedes-benz,my model which is C 250 is the best,2113,SEDAN,0.0,Charcoal,-,Gas,4.0 cyl,auto,1.8 Turbo,57980 km,8,29166
9958,mercedes-benz,,1998,universal,4.0,Sapphire Blue,The car levy amounted is 1685 per vehicle.,Natural Gas,4.0 cyl,,0,111111,4,6586
9615,Honda,FIT,2010,hatchback,,Sapphire Blue,1486 pound,Gas,4.0,auto,1.3,9200,2 count,7213
3133,Hyundai,,2013,,,,`,,4.0,,2,102788 km,4 count,9252
14407,SUBARU is the best,FORESTER,,,3.0,Pearl White,639,,0,auto,2,72613 KM,0,549
2957,bmw,130,2009,COUPE,2.0,Jet Black,-,,6.0 cyl,others,2.8,163000 km,6  ,13485
8639,hyundai,ELANTRA,1-1-2011,sedan,1.0,Jet Black,583,Gas,4.0,auto,1.6,106616,ONLY 4 AIRBAG,20005
